Year,MSHAID,MineName,STATE,MineCounty,MineStatus,MineType,CompanyType,OperationType,OperatingCompany,OperatingCompanyAddress,UnionCode,CoalSupplyRegion,Production,AverageEmployee,LabourHours,latitute,longitude
2013,1202339,Freelandville East,Indiana,Knox,Active,Surface,Operating Subsidiary,Mine only,Triad Mining Inc,"14521 E State Road 58, Edwardsport, IN 47528", ,Illinois Basin,414810,25,53907,40.2672,86.1349
2013,1202394,Oaktown Fuels Mine No 1,Indiana,Knox,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Black Panther Mining Llc,"12661 N. Agricare Road, Oaktown, IN 47561", ,Illinois Basin,3376144,290,741289,40.2672,86.1349
2013,1202418,Oaktown Fuels Mine No 2,Indiana,Knox,Active,Underground,Indepedent Producer Operator,Mine only,Black Panther Mining Llc,"12661 N. Agricare Road, Oaktown, IN 47561", ,Illinois Basin,1038597,71,175722,40.2672,86.1349
2013,1202423,Freelandville West Underground,Indiana,Knox,Active,Underground,Indepedent Producer Operator,Mine only,Triad Underground Mining L.L.C,"13333 E Hartsburg Rd, Edwardsport, IN 47528", ,Illinois Basin,598937,107,239158,40.2672,86.1349
2013,1202462,Oaktown Fuels Preparation Plan,Indiana,Knox,Active,Underground,Indepedent Producer Operator,Preparation Plant,Black Panther Mining Llc,"12661 Agricare Rd, Oaktown, IN 47561", ,Illinois Basin,0,59,118601,40.2672,86.1349
2013,1200330,Log Creek Loadout Facility,Indiana,Pike,Active,Surface,Operating Subsidiary,Preparation Plant,Triad Mining Inc.,"14521 E State Rd 58, Edwardsport, IN 47528", ,Illinois Basin,0,13,34097,40.2672,86.1349
2013,1201978,Solar Sources Preparation Plan,Indiana,Pike,"Active, men working, not producing",Surface,Indepedent Producer Operator,Preparation Plant,Solar Sources Inc,"Post Office Box 7, Petersburg, IN 47567", ,Illinois Basin,0,9,23326,40.2672,86.1349
2013,1202249,Prosperity Mine,Indiana,Pike,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Five Star Mining Inc,"6594 W State Rd 56, Petersburg, IN 47567", ,Illinois Basin,1795632,375,1006312,40.2672,86.1349
2013,1202368,Charter #1,Indiana,Pike,Active,Surface,Indepedent Producer Operator,Preparation Plant,T & T Washing Co. Inc.,"P.O. Box 183, Madisonville, KY 42431", ,Illinois Basin,0,7,11773,40.2672,86.1349
2013,1202410,Log Creek Surface,Indiana,Pike,Active,Surface,Operating Subsidiary,Mine only,Triad Mining Inc.,"14521 E. State Road 58, Edwardsport, IN 47528", ,Illinois Basin,940789,65,179183,40.2672,86.1349
2013,1202433,Hilsmeyer #2,Indiana,Pike,Active,Surface,Indepedent Producer Operator,Mine only,Loudermilk Contracting Inc.,"101 W. Main St., Jasonville, IN 47438", ,Illinois Basin,139790,17,29414,40.2672,86.1349
2013,1202446,Cardinal Mine,Indiana,Pike,Active,Surface,Indepedent Producer Operator,Mine only,"United Minerals Co, Llc","P.O. Box 400, Huntingburg, IN 47542", ,Illinois Basin,888785,30,87319,40.2672,86.1349
2013,1202349,Carlisle Mine,Indiana,Sullivan,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Sunrise Coal Llc,"1183 E Canvasback Dr, Terre Haute, IN 47802", ,Illinois Basin,0,0,562,40.2672,86.1349
2013,1202349,Carlisle Mine,Indiana,Sullivan,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Sunrise Coal Llc,"1183 E Canvasback Dr, Terre Haute, IN 47802", ,Illinois Basin,3136361,316,767024,40.2672,86.1349
2013,1202422,Bear Run Mine,Indiana,Sullivan,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Peabody Bear Run Mining Llc,"7255 East County Road 600s, Carlisle, IN 47838", ,Illinois Basin,8305079,598,1416810,40.2672,86.1349
2013,1202431,Landree Mine,Indiana,Sullivan,Active,Underground,Indepedent Producer Operator,Mine and Preparation Plant,South Central Coal Indiana Llc,"15127 W. 700 N, Jasonville, IN 47438", ,Illinois Basin,21674,57,98032,40.2672,86.1349
2013,1202226,Collie Pond Co,Indiana,Vigo,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,Collie Coal Co Inc,"10026 N Knightsville Clay, Brazil, IN 47834", ,Illinois Basin,21904,7,8803,40.2672,86.1349
2013,1202407,West 61,Indiana,Warrick,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,United Minerals Co Llc,"P.O. Box 400, Huntingburg, IN 47542", ,Illinois Basin,1524285,92,277125,40.2672,86.1349
2013,1202428,Liberty Mine,Indiana,Warrick,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,Vigo Coal Operating Company In,"528 Main St. Ste 202, Evansville, IN 47708", ,Illinois Basin,586627,60,143497,40.2672,86.1349
2013,1202441,Wild Boar Mine,Indiana,Warrick,Active,Surface,Operating Subsidiary,Mine only,"Peabody Wild Boar Mining, Llc","566 Dickeyville Rd., Lynnville, IN 47619", ,Illinois Basin,2025849,109,273434,40.2672,86.1349
2013,1202445,Addcar System 40 Hwm Ser # Lv2,Indiana,Warrick,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,Ugm Addcar Systems Llc,"No. 1 Hwm Drive, Ashland, KY 40112", ,Illinois Basin,469811,18,38685,40.2672,86.1349
2013,1401626,Garland Mine,Kansas,Bourbon,Active,Surface,Indepedent Producer Operator,Mine only,Phoenix Mining Company,"310 S. Scraper, Vinita, OK 74301", ,Interior,22150,7,14003,39.0119,98.4842
2013,1505358,Viall Tipple,Kentucky (East),Bell,Active,Surface,Indepedent Producer Operator,Preparation Plant,"Straight Creek Coal Mining, In","P.O. Box 117, Stoney Fork, KY 40988", ,Appalachia Central,0,2,3394,37.7353,84.2987
2013,1505358,Viall Tipple,Kentucky (East),Bell,Active,Underground,Indepedent Producer Operator,Preparation Plant,"Straight Creek Coal Mining, In","P.O. Box 117, Stoney Fork, KY 40988", ,Appalachia Central,0,1,3394,37.7353,84.2987
2013,1509876,Tipple #3,Kentucky (East),Bell,Active,Surface,Indepedent Producer Operator,Preparation Plant,Middlesboro Mining Operations,"P.O. Box 1727, Middlesboro, KY 40965", ,Appalachia Central,0,28,66309,37.7353,84.2987
2013,1509876,Tipple #3,Kentucky (East),Bell,Active,Underground,Indepedent Producer Operator,Preparation Plant,Middlesboro Mining Operations,"P.O. Box 1727, Middlesboro, KY 40965", ,Appalachia Central,0,8,17626,37.7353,84.2987
2013,1510212,Preparation Plant,Kentucky (East),Bell,Active,Underground,Operating Subsidiary,Preparation Plant,Bell County Coal Corporation,"6340 West Cumberland Ave, Middlesboro, KY 40965", ,Appalachia Central,0,16,27630,37.7353,84.2987
2013,1511055,Middlesboro Tipple,Kentucky (East),Bell,Active,Surface,Indepedent Producer Operator,Preparation Plant,"Premium Processing Co., Inc.","700 N 19th Street, Middlesboro, KY 40965", ,Appalachia Central,0,6,10437,37.7353,84.2987
2013,1511055,Middlesboro Tipple,Kentucky (East),Bell,Active,Underground,Indepedent Producer Operator,Preparation Plant,"Premium Processing Co., Inc.","700 N 19th Street, Middlesboro, KY 40965", ,Appalachia Central,0,1,1988,37.7353,84.2987
2013,1516516,#2 Surface,Kentucky (East),Bell,Permanently abandoned,Surface,Indepedent Producer Operator,Mine only,Twin Star Coal Company Inc,"P.O. Box 81, Cranks, KY 40820", ,Appalachia Central,66171,12,28110,37.7353,84.2987
2013,1517792,#2,Kentucky (East),Bell,Active,Surface,Indepedent Producer Operator,Mine only,Kincaid Enterprises Inc,"700 N 19th Street, Middlesboro, KY 40977", ,Appalachia Central,29791,8,19815,37.7353,84.2987
2013,1517901,M B Brittain Prep Plant,Kentucky (East),Bell,Active,Surface,Indepedent Producer Operator,Preparation Plant,"Straight Creek Coal Mining, In","P.O. Box 117, Stoney Fork, KY 40988", ,Appalachia Central,0,6,13866,37.7353,84.2987
2013,1517901,M B Brittain Prep Plant,Kentucky (East),Bell,Active,Underground,Indepedent Producer Operator,Preparation Plant,"Straight Creek Coal Mining, In","P.O. Box 117, Stoney Fork, KY 40988", ,Appalachia Central,0,2,5664,37.7353,84.2987
2013,1518257,#1 Strip Mine,Kentucky (East),Bell,Active,Surface,Indepedent Producer Operator,Mine only,Jamieson Construction Company,"30 Jamieson Lane, London, KY 40744", ,Appalachia Central,65920,18,43533,37.7353,84.2987
2013,1518986,Balkan,Kentucky (East),Bell,Active,Surface,Indepedent Producer Operator,Preparation Plant,Nally & Hamilton Enterprises I,"P.O. Box 157, Bardstown, KY 40004", ,Appalachia Central,0,22,47916,37.7353,84.2987
2013,1518986,Balkan,Kentucky (East),Bell,Active,Underground,Indepedent Producer Operator,Preparation Plant,Nally & Hamilton Enterprises I,"P.O. Box 157, Bardstown, KY 40004", ,Appalachia Central,0,39,85184,37.7353,84.2987
2013,1519076,Chestnut Flats,Kentucky (East),Bell,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,"Nally & Hamilton Enterprises,","P.O. Box 157, Bardstown, KY 40004", ,Appalachia Central,62286,24,37052,37.7353,84.2987
2013,1519318,Garmeda #2,Kentucky (East),Bell,Active,Underground,Operating Subsidiary,Mine only,Bell County Coal Corporation,"6340 West Cumberland Ave, Middlesboro, KY 40965", ,Appalachia Central,300215,72,134463,37.7353,84.2987
2013,1519408,Hance Mine No. 1,Kentucky (East),Bell,Active,Underground,Contractor,Mine only,"Tennco Energy, Inc.","P.O. Box 517, Middlesboro, KY 40965", ,Appalachia Central,224482,22,53231,37.7353,84.2987
2013,1519431,Mine #8,Kentucky (East),Bell,Permanently abandoned,Surface,Indepedent Producer Operator,Mine only,Clear Development Llc,"P.O. Box 1385, Lafollette, TN 37766", ,Appalachia Central,32567,16,15070,37.7353,84.2987
2013,1519432,Four Mile,Kentucky (East),Bell,Temporarily closed,Surface,Indepedent Producer Operator,Mine only,Nally & Hamilton Enterprises I,"P.O. Box 249, Calvin, KY 40813", ,Appalachia Central,111,5,263,37.7353,84.2987
2013,1519539,Kellioka 1,Kentucky (East),Bell,Permanently abandoned,Underground,Indepedent Producer Operator,Mine only,"Nally & Hamilton Enterprise, I","P.O. Box 349, Calvin, KY 40004", ,Appalachia Central,25009,27,21177,37.7353,84.2987
2013,1519574,Coal Stone #10,Kentucky (East),Bell,Active,Underground,Contractor,Mine only,"Parton Bros. Contracting, Inc.","P.O. Box 159, Middlesboro, KY 40965", ,Appalachia Central,194529,29,63671,37.7353,84.2987
2013,1519601,Sterling-107,Kentucky (East),Bell,Permanently abandoned,Surface,Indepedent Producer Operator,Mine only,C & L Highwall Mining Partners,"1403 Cumerland Ave, Ste. D, Middlesboro, KY 40965", ,Appalachia Central,14285,13,6158,37.7353,84.2987
2013,1519608,No 2,Kentucky (East),Bell,Permanently abandoned,Surface,Indepedent Producer Operator,Mine only,Tackett Creek Mining Inc,"111 Mill Creek Rd, Pathfork, KY 40863", ,Appalachia Central,50539,10,24442,37.7353,84.2987
2013,1519700,Ky No. 9,Kentucky (East),Bell,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine and Preparation Plant,"Straight Creek Coal Mining, In","10405 Hwy 221, Stoney Fork, KY 40988", ,Appalachia Central,16256,9,10026,37.7353,84.2987
2013,1519702,Rockhampton #3,Kentucky (East),Bell,Active,Underground,Indepedent Producer Operator,Preparation Plant,Rockhampton Energy Llc,"2285 Executive Dr., Ste 104d, Lexington, KY 40505", ,Appalachia Central,0,26,11299,37.7353,84.2987
2013,1508166,Placer Processing Plant #1,Kentucky (East),Boyd,Active,Surface,Operating Subsidiary,Preparation Plant,Coal Equity Inc,"13125 Us Rt 23, Catlettsburg, KY 41129", ,Appalachia Central,0,2,3485,37.7353,84.2987
2013,1508166,Placer Processing Plant #1,Kentucky (East),Boyd,Active,Underground,Operating Subsidiary,Preparation Plant,Coal Equity Inc,"13125 Us Rt 23, Catlettsburg, KY 41129", ,Appalachia Central,0,4,8132,37.7353,84.2987
2013,1512199,Riverway Terminals,Kentucky (East),Boyd,Active,Surface,Indepedent Producer Operator,Preparation Plant,Riverway South Inc,"14305 Us Rte 23, Catlettsburg, KY 41129", ,Appalachia Central,0,5,9944,37.7353,84.2987
2013,1512199,Riverway Terminals,Kentucky (East),Boyd,Active,Underground,Indepedent Producer Operator,Preparation Plant,Riverway South Inc,"14305 Us Rte 23, Catlettsburg, KY 41129", ,Appalachia Central,0,5,9944,37.7353,84.2987
2013,1515609,Red Bud Dock No. 1,Kentucky (East),Boyd,Active,Surface,Indepedent Producer Operator,Preparation Plant,Appalachian Mining & Reclamati,"1316 Porter Rd, Catlettsburg, KY 41129", ,Appalachia Central,0,18,39564,37.7353,84.2987
2013,1515609,Red Bud Dock No. 1,Kentucky (East),Boyd,Active,Underground,Indepedent Producer Operator,Preparation Plant,Appalachian Mining & Reclamati,"1316 Porter Rd, Catlettsburg, KY 41129", ,Appalachia Central,0,2,4396,37.7353,84.2987
2013,1516749,Kentucky Coal Terminal,Kentucky (East),Boyd,Active,Surface,Operating Subsidiary,Preparation Plant,Kanawha River Terminals Llc,"P.O. Box 308, Ceredo, WV 25507", ,Appalachia Central,0,11,24231,37.7353,84.2987
2013,1516749,Kentucky Coal Terminal,Kentucky (East),Boyd,Active,Underground,Operating Subsidiary,Preparation Plant,Kanawha River Terminals Llc,"P.O. Box 308, Ceredo, WV 25507", ,Appalachia Central,0,7,16154,37.7353,84.2987
2013,1517278,Red Bud Dock North,Kentucky (East),Boyd,Active,Surface,Operating Subsidiary,Preparation Plant,Appalachian Mining & Reclamati,"1316 Porter Rd, Catlettsburg, KY 41129", ,Appalachia Central,0,4,7698,37.7353,84.2987
2013,1517278,Red Bud Dock North,Kentucky (East),Boyd,Active,Underground,Operating Subsidiary,Preparation Plant,Appalachian Mining & Reclamati,"1316 Porter Rd, Catlettsburg, KY 41129", ,Appalachia Central,0,3,7697,37.7353,84.2987
2013,1510865,Wolverine Loadout (T-4),Kentucky (East),Breathitt,Active,Surface,Indepedent Producer Operator,Preparation Plant,"Revelation Energy, Llc","P.O. Box 249, Stanville, KY 41659", ,Appalachia Central,0,4,10981,37.7353,84.2987
2013,1518600,S-12 Calhoun,Kentucky (East),Breathitt,Active,Surface,Indepedent Producer Operator,Mine only,"Revelation Energy, Llc","P.O. Box 249, Stanville, KY 41659", ,Appalachia Central,141582,23,66710,37.7353,84.2987
2013,1518982,Sturgeon Freeman Fork,Kentucky (East),Breathitt,Active,Surface,Indepedent Producer Operator,Mine only,"Sturgeon Mining Co., Inc.","P.O. Box 368, Beattyville, KY 41311", ,Appalachia Central,28759,5,9072,37.7353,84.2987
2013,1519593,Davis Energy / Red Bush,Kentucky (East),Breathitt,Temporarily closed,Surface,Indepedent Producer Operator,Mine only,Clay Laurel Mining Incorporate,"P.O. Box 25, Avawam, KY 41713", ,Appalachia Central,9910,4,2200,37.7353,84.2987
2013,1519621,H-2,Kentucky (East),Breathitt,Permanently abandoned,Surface,Indepedent Producer Operator,Mine only,"Revelation Energy, Llc","P.O. Box 249, Stanville,, KY 41659", ,Appalachia Central,121572,8,24398,37.7353,84.2987
2013,4609151,#46 (Gobblers Knob),Kentucky (East),Breathitt,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,Bundy Auger Mining Inc,"2005 Webster Rd, Summersville, WV 26651", ,Appalachia Central,272975,15,32719,37.7353,84.2987
2013,1511028,Manchester Tipple,Kentucky (East),Clay,Active,Surface,Indepedent Producer Operator,Preparation Plant,B & W Resources Inc,"P.O. Box 300 Liperote Way, London, KY 40741", ,Appalachia Central,0,8,18067,37.7353,84.2987
2013,1515153,Manchester Prep Plant,Kentucky (East),Clay,Active,Surface,Indepedent Producer Operator,Preparation Plant,B & W Resources Inc,"300 Liperot Way, London, KY 40741", ,Appalachia Central,0,9,19402,37.7353,84.2987
2013,1519027,Dry Branch,Kentucky (East),Clay,Temporarily closed,Surface,Indepedent Producer Operator,Mine only,"Job Land Mining Of Kentucky, L","521 Crane Road, Somerset, KY 42501", ,Appalachia Central,1871,11,2953,37.7353,84.2987
2013,1519176,Barger Branch Job #14,Kentucky (East),Clay,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,"B&w Resources, Inc.","P.O. Box 466, Manchester, KY 40962", ,Appalachia Central,137766,16,37961,37.7353,84.2987
2013,1519449,Elk Creek,Kentucky (East),Clay,Active,Surface,Indepedent Producer Operator,Mine only,"D&l Mining Company, Llc.","625 Memorial Drive, Hazard, KY 41701", ,Appalachia Central,4487,9,4825,37.7353,84.2987
2013,1519503,Mitco Job #12,Kentucky (East),Clay,Active,Surface,Indepedent Producer Operator,Mine only,"B&w Resources, Inc.","300 Liperote Way, London, KY 40741", ,Appalachia Central,33025,19,22445,37.7353,84.2987
2013,1519505,3117,Kentucky (East),Clay,Temporarily closed,Surface,Indepedent Producer Operator,Mine only,"Black Hawk Mining, Inc.","221 Creek Road, Rural Valley, PA 16249", ,Appalachia Central,1185,3,1440,37.7353,84.2987
2013,1519584,Sextons Creek Mine,Kentucky (East),Clay,Temporarily closed,Surface,Indepedent Producer Operator,Mine only,Wilburn & Son,"1741 Old Shiner School Road, Williamsburg, KY 40769", ,Appalachia Central,3188,9,3578,37.7353,84.2987
2013,1519631,Mine #1,Kentucky (East),Clay,Permanently abandoned,Surface,Indepedent Producer Operator,Mine only,"Greasy Mining, Llc","P.O. Box 217, Manchester, KY 40962", ,Appalachia Central,1190,6,1118,37.7353,84.2987
2013,1519556,Job #8,Kentucky (East),Elliott,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,"Mountain Source Energy, Llc","P.O. Box 308, Mt Sterling, KY 40353", ,Appalachia Central,46421,11,9895,37.7353,84.2987
2013,1510271,#1 Plant,Kentucky (East),Floyd,Active,Surface,Contractor,Preparation Plant,"N F C Mining, Inc.","439 Meadows Branch, Prestonsburg, KY 41653", ,Appalachia Central,0,9,17285,37.7353,84.2987
2013,1510271,#1 Plant,Kentucky (East),Floyd,Active,Underground,Contractor,Preparation Plant,"N F C Mining, Inc.","439 Meadows Branch, Prestonsburg, KY 41653", ,Appalachia Central,0,21,40332,37.7353,84.2987
2013,1511870,Beverly Ann Preparation Plant,Kentucky (East),Floyd,"Active, men working, not producing",Surface,Indepedent Producer Operator,Preparation Plant,"Frasure Creek Mining, Llc","1500 North Big Run Road, Ashland, KY 41102", ,Appalachia Central,0,7,7023,37.7353,84.2987
2013,1511870,Beverly Ann Preparation Plant,Kentucky (East),Floyd,"Active, men working, not producing",Underground,Indepedent Producer Operator,Preparation Plant,"Frasure Creek Mining, Llc","1500 North Big Run Road, Ashland, KY 41102", ,Appalachia Central,0,7,7023,37.7353,84.2987
2013,1512908,No 2,Kentucky (East),Floyd,Active,Underground,Indepedent Producer Operator,Mine only,"Krd Coal Co., Inc.","P.O. Box 224, Auxier, KY 41602", ,Appalachia Central,86053,17,29357,37.7353,84.2987
2013,1513258,Ivel Plant,Kentucky (East),Floyd,Active,Surface,Indepedent Producer Operator,Preparation Plant,Appalachian Mining & Reclamati,"235 Ivel, Ivel, KY 41642", ,Appalachia Central,0,2,5402,37.7353,84.2987
2013,1513258,Ivel Plant,Kentucky (East),Floyd,Active,Underground,Indepedent Producer Operator,Preparation Plant,Appalachian Mining & Reclamati,"235 Ivel, Ivel, KY 41642", ,Appalachia Central,0,19,48616,37.7353,84.2987
2013,1515978,Black Hawk Spurlock Plant,Kentucky (East),Floyd,Active,Surface,Indepedent Producer Operator,Preparation Plant,Black Hawk Mining Llc,"3228 Summit Square Pl Ste 180, Lexington, KY 40509", ,Appalachia Central,0,7,19566,37.7353,84.2987
2013,1515978,Black Hawk Spurlock Plant,Kentucky (East),Floyd,Active,Underground,Indepedent Producer Operator,Preparation Plant,Black Hawk Mining Llc,"3228 Summit Square Pl Ste 180, Lexington, KY 40509", ,Appalachia Central,0,23,58700,37.7353,84.2987
2013,1518538,Auger Mine No 34,Kentucky (East),Floyd,Active,Surface,Indepedent Producer Operator,Mine only,B & H Coal Co Inc,"P.O. Box 221, Jackson, KY 41339", ,Appalachia Central,7637,3,1723,37.7353,84.2987
2013,1518730,M-102,Kentucky (East),Floyd,Active,Surface,Contractor,Mine only,Contract Highwall Mining Llc,"P.O. Box 249, Stanville, KY 41659", ,Appalachia Central,91635,8,15306,37.7353,84.2987
2013,1518763,Simpson Br,Kentucky (East),Floyd,Permanently abandoned,Underground,Indepedent Producer Operator,Mine only,"Pike-Floyd Mining, Inc.","P.O. Box 249, Stanville, KY 41659", ,Appalachia Central,4978,12,3421,37.7353,84.2987
